"";"gold_approx";"level";"alignment";"bricks_cnt";"health";"exp_progress";"quest_progress"
"1427058001.74102";"около 3 сотен";"36";"злобный";"931";"146";"22";"95"
"1427059202.02408";"около 3 сотен";"36";"злобный";"932";"146";"23";"100"
"1427060401.35112";"около 3 сотен";"36";"злобный";"932";"146";"23";"100"
"1427061601.63763";"около сотни";"36";"злобный";"932";"127";"23";"0"
"1427062801.92048";"около сотни";"36";"злобный";"932";"68";"23";"4"
"1427064001.21304";"около 3 сотен";"36";"злобный";"932";"58";"23";"8"
"1427065201.49849";"около 4 сотен";"36";"злобный";"932";"15";"24";"12"
"1427066401.80352";"около 4 сотен";"36";"злобный";"932";"146";"24";"12"
"1427067602.09633";"около тысячи";"36";"злобный";"932";"240";"24";"12"
"1427068801.38672";"около 6 сотен";"36";"злобный";"932";"220";"24";"12"
"1427070001.6826";"около 7 сотен";"36";"злобный";"932";"150";"24";"16"
"1427071201.96448";"около 8 сотен";"36";"злобный";"932";"64";"24";"20"
"1427072401.2646";"около 2 тысяч";"36";"злобный";"932";"60";"24";"23"
"1427073601.56425";"около 2 тысяч";"36";"злобный";"932";"33";"25";"30"
"1427074801.84668";"около 2 тысяч";"36";"злобный";"932";"28";"25";"35"
"1427076002.1743";"около 2 тысяч";"36";"злобный";"932";"95";"25";"38"
"1427077201.56702";"около 5 тысяч";"36";"злобный";"932";"240";"25";"38"
"1427078401.90116";"около 7 сотен";"36";"злобный";"933";"240";"25";"38"
"1427079601.20411";"около 7 сотен";"36";"злобный";"933";"160";"25";"41"
"1427080801.49334";"около 8 сотен";"36";"злобный";"933";"43";"25";"46"
"1427082001.78947";"около 9 сотен";"36";"злобный";"933";"89";"25";"50"
"1427083202.09439";"около 9 сотен";"36";"злобный";"933";"89";"25";"50"
"1427084401.40075";"около 9 сотен";"36";"злобный";"933";"113";"26";"58"
"1427085601.97166";"около тысячи";"36";"злобный";"933";"240";"26";"58"
"1427086801.43145";"около 2 сотен";"36";"злобный";"933";"224";"26";"59"
"1427088001.87495";"около 4 сотен";"36";"злобный";"933";"69";"26";"64"
"1427089202.15909";"около 5 сотен";"36";"злобный";"933";"22";"26";"68"
"1427090401.60939";"около 5 сотен";"36";"злобный";"933";"95";"26";"71"
"1427091602.02772";"около 5 сотен";"36";"злобный";"933";"216";"26";"60"
"1427092801.31984";"около тысячи";"36";"злобный";"938";"116";"27";"71"
"1427094001.80467";"около 3 тысяч";"36";"злобный";"938";"60";"27";"73"
"1427095202.05603";"несколько";"36";"злобный";"939";"21";"28";"78"
"1427096401.34483";"около 6 десятков";"36";"злобный";"939";"9";"28";"81"
"1427097601.78147";"около 6 десятков";"36";"злобный";"939";"40";"28";"85"
"1427098802.03558";"около сотни";"36";"злобный";"939";"23";"28";"91"
"1427100001.31342";"около сотни";"36";"злобный";"939";"11";"28";"96"
"1427101201.74347";"около 3 сотен";"36";"злобный";"939";"240";"28";"96"
"1427102401.74877";"около сотни";"36";"злобный";"939";"240";"28";"96"
"1427103602.05924";"около сотни";"36";"злобный";"939";"220";"28";"96"
"1427104801.5031";"около сотни";"36";"злобный";"939";"120";"30";"100"
"1427106001.78204";"около 2 сотен";"36";"злобный";"939";"105";"30";"100"
"1427107202.07245";"около сотни";"36";"злобный";"939";"105";"30";"100"
"1427108401.49881";"около 2 сотен";"36";"злобный";"939";"43";"30";"2"
"1427109601.43021";"около 3 сотен";"36";"злобный";"939";"89";"30";"8"
"1427110801.71723";"около 3 сотен";"36";"злобный";"939";"100";"30";"14"
"1427112002.30503";"около 4 сотен";"36";"злобный";"939";"39";"30";"18"
"1427113201.3301";"около 4 сотен";"36";"злобный";"939";"35";"31";"24"
"1427114401.62598";"около 4 сотен";"36";"злобный";"939";"20";"31";"29"
"1427115602.10216";"около 4 сотен";"36";"злобный";"939";"65";"31";"31"
"1427116801.68219";"около 9 сотен";"36";"злобный";"939";"240";"31";"31"
"1427118001.98527";"около 4 сотен";"36";"злобный";"939";"240";"31";"31"
"1427119201.4502";"около 4 сотен";"36";"злобный";"939";"154";"31";"34"
"1427120401.62312";"около 7 сотен";"36";"злобный";"939";"105";"31";"37"
"1427121601.90226";"около тысячи";"36";"злобный";"939";"22";"31";"40"
"1427122801.35339";"около 9 сотен";"36";"злобный";"939";"30";"32";"42"
"1427124001.42623";"около тысячи";"36";"злобный";"939";"24";"32";"47"
"1427125201.89872";"около тысячи";"36";"злобный";"939";"187";"32";"47"
"1427126402.30578";"около 2 тысяч";"36";"злобный";"939";"240";"32";"47"
"1427127601.73418";"около 6 сотен";"36";"злобный";"940";"187";"32";"59"
"1427128802.03186";"около 6 сотен";"36";"злобный";"940";"81";"32";"63"
"1427130001.48103";"около 7 сотен";"36";"злобный";"940";"121";"33";"66"
"1427131201.18158";"около 8 сотен";"36";"злобный";"940";"36";"33";"69"
"1427132401.47174";"около 8 сотен";"36";"злобный";"940";"16";"33";"72"
"1427133601.97169";"около тысячи";"36";"злобный";"940";"240";"33";"72"
"1427134802.99681";"около 2 тысяч";"36";"злобный";"940";"240";"33";"72"
"1427136001.83959";"около тысячи";"36";"злобный";"940";"231";"33";"73"
"1427137202.2638";"около тысячи";"36";"злобный";"940";"82";"33";"76"
"1427138401.56014";"около 2 тысяч";"36";"злобный";"940";"89";"34";"80"
"1427139601.84949";"около 2 тысяч";"36";"злобный";"940";"85";"34";"84"
"1427140802.15768";"около 3 тысяч";"36";"злобный";"940";"26";"34";"88"
"1427142001.44663";"около 3 тысяч";"36";"злобный";"940";"16";"34";"94"
"1427143201.74811";"около 3 тысяч";"36";"злобный";"940";"240";"34";"95"
"1427144402.05008";"около 4 тысяч";"36";"злобный";"940";"240";"34";"95"
"1427145601.37437";"около 3 тысяч";"36";"злобный";"941";"232";"36";"100"
"1427146801.65698";"около 16 сотен";"36";"злобный";"941";"227";"36";"100"
"1427148001.96569";"около тысячи";"36";"злобный";"941";"227";"36";"100"
"1427149201.27895";"около тысячи";"36";"злобный";"941";"151";"36";"3"
"1427150401.58131";"около тысячи";"36";"злобный";"941";"25";"36";"6"
"1427151601.91142";"около тысячи";"36";"злобный";"941";"59";"36";"9"
"1427152801.20613";"около тысячи";"36";"злобный";"941";"62";"37";"15"
"1427154001.51487";"ни одного";"36";"злобный";"942";"0";"37";"25"
"1427155201.80262";"десяток";"36";"злобный";"942";"213";"37";"25"
"1427156402.09845";"около сотни";"36";"злобный";"942";"125";"37";"30"
"1427157601.39429";"около 3 сотен";"36";"злобный";"942";"61";"38";"35"
"1427158801.69772";"около 2 сотен";"36";"злобный";"942";"19";"38";"39"
"1427160002.00521";"около 2 сотен";"36";"злобный";"942";"116";"38";"44"
"1427161201.38291";"около 2 сотен";"36";"злобный";"942";"212";"38";"44"
"1427162401.66804";"около 17 сотен";"36";"злобный";"942";"240";"38";"44"
"1427163602.42527";"около тысячи";"36";"злобный";"942";"239";"38";"45"
"1427164801.76453";"около тысячи";"36";"злобный";"942";"135";"38";"48"
"1427166002.05616";"около тысячи";"36";"злобный";"943";"36";"38";"52"
"1427167201.38035";"около тысячи";"36";"злобный";"943";"37";"38";"59"
"1427168401.69209";"около тысячи";"36";"злобный";"943";"32";"39";"64"
"1427169601.99064";"около тысячи";"36";"злобный";"943";"18";"39";"58"
"1427170801.29884";"около тысячи";"36";"злобный";"943";"169";"39";"58"
"1427172001.59986";"около тысячи";"36";"злобный";"943";"240";"39";"58"
"1427173202.03519";"около тысячи";"36";"злобный";"943";"112";"39";"59"
"1427174401.48799";"около тысячи";"36";"злобный";"943";"31";"39";"63"
"1427175601.78235";"около тысячи";"36";"злобный";"943";"151";"39";"65"
"1427176802.25583";"около 15 сотен";"36";"злобный";"943";"240";"39";"65"
"1427178001.95219";"около тысячи";"36";"злобный";"943";"217";"39";"68"
"1427179201.24852";"около тысячи";"36";"злобный";"943";"119";"39";"77"
"1427180401.71678";"около тысячи";"36";"злобный";"943";"29";"39";"81"
"1427181601.33377";"около тысячи";"36";"злобный";"943";"25";"40";"87"
"1427182801.63554";"около 2 тысяч";"36";"злобный";"943";"20";"41";"100"
"1427184002.11787";"около 2 тысяч";"36";"злобный";"943";"137";"41";"100"
"1427185201.39097";"около тысячи";"36";"злобный";"943";"227";"41";"1"
"1427186401.68799";"около 15 сотен";"36";"злобный";"943";"110";"41";"5"
"1427187602.16838";"около 19 сотен";"36";"злобный";"943";"30";"41";"8"
"1427188801.9256";"около 2 тысяч";"36";"злобный";"943";"24";"41";"12"
"1427190001.2192";"около 3 тысяч";"36";"злобный";"943";"69";"42";"17"
"1427191201.67899";"около 3 тысяч";"36";"злобный";"943";"25";"42";"23"
"1427192401.73761";"около 3 тысяч";"36";"злобный";"943";"13";"42";"29"
"1427193602.02164";"около 6 сотен";"36";"злобный";"944";"240";"42";"29"
"1427194801.50771";"около 3 сотен";"36";"злобный";"944";"240";"42";"29"
"1427196001.86703";"около 5 сотен";"36";"злобный";"944";"67";"42";"33"
"1427197202.16273";"около 6 сотен";"36";"злобный";"944";"25";"42";"38"
"1427198401.5965";"около 6 сотен";"36";"злобный";"944";"166";"43";"40"
"1427199601.44907";"около 4 сотен";"36";"злобный";"945";"220";"43";"40"
"1427200801.73119";"около 7 сотен";"36";"злобный";"945";"173";"43";"43"
"1427202002.18326";"около 7 сотен";"36";"злобный";"945";"85";"43";"43"
"1427203201.86527";"около тысячи";"36";"злобный";"945";"27";"43";"47"
"1427204402.14107";"около тысячи";"36";"злобный";"945";"38";"43";"51"
"1427206802.08804";"около тысячи";"36";"злобный";"945";"82";"43";"57"
"1427208001.5081";"около тысячи";"36";"злобный";"945";"240";"43";"57"
"1427209201.98018";"около тысячи";"36";"злобный";"945";"189";"43";"64"
"1427210401.61464";"около тысячи";"36";"злобный";"945";"61";"44";"67"
"1427211601.90112";"около тысячи";"36";"злобный";"945";"37";"44";"73"
"1427212801.36706";"около тысячи";"36";"злобный";"945";"25";"44";"78"
"1427214002.17279";"около тысячи";"36";"злобный";"945";"31";"44";"83"
"1427215201.46232";"около тысячи";"36";"злобный";"945";"24";"44";"88"
"1427216402.01489";"около тысячи";"36";"злобный";"945";"30";"44";"95"
"1427217601.99656";"около тысячи";"36";"злобный";"945";"106";"44";"97"
"1427218801.33058";"около 16 сотен";"36";"злобный";"945";"240";"44";"97"
"1427220001.8146";"около 3 сотен";"36";"злобный";"945";"195";"44";"98"
"1427221201.54684";"около 4 сотен";"36";"злобный";"945";"123";"46";"100"
"1427222401.9551";"около тысячи";"36";"злобный";"945";"123";"46";"100"
"1427223601.42915";"около тысячи";"36";"злобный";"945";"123";"46";"100"
"1427224802.1207";"около тысячи";"36";"злобный";"945";"31";"46";"3"
"1427226001.47288";"около 8 сотен";"36";"злобный";"945";"37";"46";"6"
"1427227201.78114";"около 6 сотен";"36";"злобный";"945";"240";"46";"6"
"1427228402.09801";"около 6 сотен";"36";"злобный";"945";"185";"46";"9"
"1427229601.41511";"около 7 сотен";"36";"злобный";"945";"113";"47";"15"
"1427230801.74259";"около 7 сотен";"36";"злобный";"945";"7";"47";"16"
"1427232002.07021";"около 3 тысяч";"36";"злобный";"945";"240";"47";"16"
"1427233201.38536";"около сотни";"36";"злобный";"946";"240";"47";"16"
"1427234401.68914";"несколько";"36";"злобный";"946";"140";"47";"17"
"1427235601.99802";"около сотни";"36";"злобный";"946";"37";"47";"21"
"1427236801.28915";"около сотни";"36";"злобный";"946";"98";"47";"21"
"1427238001.61575";"около сотни";"36";"злобный";"946";"240";"47";"21"
"1427239202.02499";"около 3 сотен";"36";"злобный";"946";"150";"47";"34"
"1427240401.32182";"около 3 сотен";"36";"злобный";"946";"37";"47";"37"
"1427241601.6591";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427242801.96312";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427244001.2519";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427245201.56147";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427246401.85007";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427247602.15134";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427248801.46577";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427250001.76986";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427251202.09815";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427252401.63615";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427253601.98494";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427254801.29071";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427256001.58004";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427257201.89549";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427258401.21584";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427259601.68305";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427260802.08491";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427262001.36191";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427263201.80315";"около 3 сотен";"36";"злобный";"946";"117";"47";"37"
"1427264402.06347";"около 4 сотен";"36";"злобный";"947";"144";"51";"0"
"1427265601.36653";"около 3 сотен";"36";"злобный";"947";"139";"51";"0"
"1427266801.80672";"около 4 сотен";"36";"злобный";"947";"70";"51";"5"
"1427268002.06783";"около 5 сотен";"36";"злобный";"947";"99";"51";"7"
"1427269201.376";"около 2 тысяч";"36";"злобный";"951";"149";"52";"8"
"1427270401.87711";"около 3 тысяч";"36";"злобный";"951";"56";"52";"12"
"1427271601.75904";"около 3 тысяч";"36";"злобный";"951";"116";"52";"18"
"1427272802.05756";"около 3 тысяч";"36";"злобный";"951";"20";"52";"21"
"1427274001.51995";"около 3 тысяч";"36";"злобный";"952";"195";"52";"21"
"1427275202.01482";"около тысячи";"36";"чистое зло";"952";"123";"52";"23"
"1427276401.31029";"около тысячи";"36";"чистое зло";"952";"41";"53";"27"
"1427277601.81655";"около тысячи";"36";"чистое зло";"952";"20";"53";"33"
"1427278801.56975";"около тысячи";"36";"чистое зло";"952";"21";"53";"36"
"1427280001.88307";"около тысячи";"36";"чистое зло";"952";"31";"53";"38"
"1427281202.44452";"около тысячи";"36";"чистое зло";"952";"59";"53";"42"
"1427282401.68113";"около 15 сотен";"36";"чистое зло";"952";"236";"53";"42"
"1427283601.98686";"около 16 сотен";"36";"чистое зло";"952";"144";"53";"45"
"1427284801.40793";"около 18 сотен";"36";"чистое зло";"952";"18";"53";"47"
"1427286001.69891";"около 5 сотен";"36";"чистое зло";"953";"170";"53";"47"
"1427287202.0235";"около 4 сотен";"36";"чистое зло";"953";"120";"53";"48"
"1427288401.48106";"около 6 сотен";"36";"чистое зло";"953";"29";"54";"53"
"1427289602.04724";"около 6 сотен";"36";"чистое зло";"953";"18";"54";"56"
"1427290801.35051";"около 4 сотен";"36";"чистое зло";"953";"25";"54";"59"
"1427292001.80318";"около 4 сотен";"36";"чистое зло";"953";"26";"54";"63"
"1427293202.15689";"около 4 сотен";"36";"чистое зло";"953";"14";"54";"68"
"1427294401.53345";"около тысячи";"36";"чистое зло";"953";"240";"54";"68"
"1427295601.9859";"около 7 сотен";"36";"чистое зло";"953";"240";"54";"68"
"1427296801.32051";"около 2 тысяч";"36";"чистое зло";"953";"113";"54";"70"
"1427298001.61229";"около 2 тысяч";"36";"чистое зло";"953";"56";"55";"76"
"1427299202.08063";"около 2 тысяч";"36";"чистое зло";"953";"14";"55";"79"
"1427300401.58936";"около 2 тысяч";"36";"чистое зло";"953";"212";"55";"79"
"1427301601.8946";"около 3 тысяч";"36";"чистое зло";"953";"189";"55";"81"
"1427302802.3622";"около 3 тысяч";"36";"чистое зло";"953";"22";"55";"83"
"1427304002.14475";"около 3 тысяч";"36";"чистое зло";"953";"38";"55";"88"
"1427305201.45503";"около 3 тысяч";"36";"чистое зло";"953";"24";"55";"92"
"1427306401.90085";"около 3 тысяч";"36";"чистое зло";"953";"95";"55";"93"
"1427307602.12321";"около 3 тысяч";"36";"чистое зло";"953";"216";"55";"93"
"1427308801.53149";"около 4 тысяч";"36";"чистое зло";"953";"240";"55";"93"
"1427310002.00406";"около сотни";"36";"чистое зло";"954";"240";"55";"93"
"1427311201.32989";"около 2 сотен";"36";"чистое зло";"954";"90";"56";"96"
"1427312401.61677";"около 3 сотен";"36";"чистое зло";"955";"23";"57";"100"
"1427313601.95485";"около 3 тысяч";"36";"чистое зло";"955";"23";"57";"100"
"1427314801.26263";"около 3 тысяч";"36";"чистое зло";"955";"240";"57";"100"
"1427316001.55677";"около 3 тысяч";"36";"чистое зло";"955";"203";"57";"2"
"1427317201.85016";"около 3 тысяч";"36";"чистое зло";"955";"84";"58";"4"
"1427318402.14989";"около 3 тысяч";"36";"чистое зло";"955";"151";"58";"6"
"1427319601.45857";"около сотни";"36";"чистое зло!";"956";"82";"58";"18"
"1427320801.77302";"около 3 сотен";"36";"чистое зло!";"956";"89";"58";"21"
"1427322002.07844";"около 7 сотен";"36";"чистое зло!";"956";"240";"58";"21"
"1427323201.4189";"около 6 сотен";"36";"чистое зло!";"956";"219";"58";"22"
"1427324401.70179";"около 6 сотен";"36";"чистое зло!";"956";"116";"58";"23"
"1427325602.0215";"около 6 сотен";"36";"чистое зло!";"956";"54";"59";"28"
"1427326801.33853";"около 17 сотен";"36";"чистое зло!";"956";"31";"59";"31"
"1427328001.63267";"около тысячи";"36";"чистое зло!";"956";"28";"59";"37"
"1427329201.91596";"около 4 тысяч";"36";"чистое зло!";"956";"117";"59";"38"
"1427330401.19638";"около 5 тысяч";"36";"чистое зло!";"956";"240";"59";"38"
"1427331601.48743";"около 2 тысяч";"36";"чистое зло!";"956";"240";"59";"38"
"1427332801.76979";"около 3 тысяч";"36";"чистое зло!";"956";"199";"59";"45"
"1427334002.06047";"около 3 тысяч";"36";"чистое зло!";"956";"107";"60";"49"
"1427335201.3505";"около 3 тысяч";"36";"чистое зло!";"956";"27";"60";"65"
"1427336401.65309";"около 3 тысяч";"36";"чистое зло!";"956";"93";"60";"66"
"1427337601.95503";"около 3 тысяч";"36";"чистое зло!";"956";"24";"60";"70"
"1427338801.23577";"около 3 тысяч";"36";"чистое зло";"956";"21";"60";"73"
"1427340001.56689";"около 3 тысяч";"36";"чистое зло";"956";"56";"60";"75"
"1427341201.89256";"около 3 тысяч";"36";"чистое зло";"956";"240";"60";"75"
"1427342401.23999";"около 3 тысяч";"36";"чистое зло";"956";"240";"60";"75"
"1427343601.52814";"около 2 тысяч";"36";"чистое зло!";"956";"203";"61";"81"
"1427344801.85463";"около 3 тысяч";"36";"чистое зло!";"956";"165";"61";"86"
"1427346002.29815";"около тысячи";"36";"чистое зло!";"957";"95";"61";"87"
"1427347201.94601";"около тысячи";"36";"чистое зло!";"957";"24";"61";"91"
"1427348401.24013";"около тысячи";"36";"чистое зло!";"957";"34";"61";"96"
"1427349601.67405";"около тысячи";"36";"чистое зло!";"957";"78";"61";"98"
"1427350801.19189";"около тысячи";"36";"чистое зло!";"957";"240";"62";"78"
"1427352001.48323";"около тысячи";"36";"чистое зло!";"958";"203";"63";"100"
"1427353201.93324";"около 3 тысяч";"36";"чистое зло!";"958";"213";"63";"100"
"1427354401.78151";"около тысячи";"36";"чистое зло!";"959";"168";"63";"100"
"1427355602.20526";"около 8 сотен";"36";"чистое зло!";"959";"223";"63";"3"
"1427356801.64134";"около 7 сотен";"36";"чистое зло!";"959";"174";"63";"8"
"1427358001.41346";"около 9 сотен";"36";"чистое зло!";"959";"66";"63";"12"
"1427359201.70509";"около тысячи";"36";"чистое зло!";"959";"19";"64";"14"
"1427360402.18264";"около 3 тысяч";"36";"чистое зло!";"959";"121";"64";"14"
"1427361601.79331";"около 3 тысяч";"36";"чистое зло!";"959";"240";"64";"14"
"1427362802.10285";"около 2 сотен";"36";"чистое зло!";"960";"159";"64";"17"
"1427364001.59792";"около 3 сотен";"36";"чистое зло!";"960";"33";"64";"20"
"1427365201.75602";"около 6 сотен";"36";"чистое зло!";"960";"31";"64";"26"
"1427366402.05221";"около 6 сотен";"36";"чистое зло!";"960";"76";"64";"27"
"1427367601.49601";"около 17 сотен";"36";"чистое зло!";"960";"240";"64";"27"
"1427368801.18949";"около 8 сотен";"36";"чистое зло!";"960";"235";"64";"27"
"1427370001.51934";"около 2 тысяч";"36";"чистое зло!";"960";"201";"64";"30"
"1427371201.95492";"около 2 тысяч";"36";"чистое зло!";"960";"155";"65";"36"
"1427372401.44028";"около 2 тысяч";"36";"чистое зло!";"960";"51";"65";"42"
"1427373601.73048";"около 2 тысяч";"36";"чистое зло!";"960";"31";"65";"46"
"1427374802.20113";"около 2 тысяч";"36";"чистое зло!";"960";"24";"65";"52"
"1427376001.83153";"около 2 тысяч";"36";"чистое зло!";"960";"23";"65";"58"
"1427377202.12364";"около 2 тысяч";"36";"чистое зло!";"960";"28";"66";"65"
"1427378401.61288";"около 2 тысяч";"36";"чистое зло!";"960";"61";"66";"67"
"1427379602.03541";"около сотни";"36";"чистое зло!";"961";"170";"66";"67"
"1427380801.38842";"около 4 десятков";"36";"чистое зло!";"961";"121";"66";"68"
"1427382001.84437";"около 8 десятков";"36";"чистое зло!";"961";"84";"66";"75"
"1427383201.76108";"около 3 сотен";"36";"чистое зло!";"961";"31";"67";"79"
"1427384402.06707";"около 3 сотен";"36";"чистое зло!";"961";"28";"67";"85"
"1427385601.51658";"около 4 сотен";"36";"чистое зло!";"961";"25";"67";"91"
"1427386801.36451";"около 4 сотен";"36";"чистое зло!";"961";"19";"67";"97"
"1427388001.88784";"около 4 сотен";"36";"чистое зло!";"961";"21";"68";"100"
"1427389202.33607";"около 5 сотен";"36";"чистое зло!";"962";"59";"68";"100"
"1427390401.56022";"около 3 сотен";"36";"чистое зло!";"962";"240";"68";"100"
"1427391601.86813";"около 5 сотен";"36";"чистое зло!";"962";"162";"68";"3"
"1427392802.4212";"около 6 сотен";"36";"чистое зло!";"962";"72";"69";"7"
"1427394001.39503";"около 7 сотен";"36";"чистое зло!";"962";"159";"69";"8"
"1427395201.69181";"около 9 сотен";"36";"чистое зло!";"962";"240";"69";"8"
"1427396402.15767";"около 7 сотен";"36";"чистое зло!";"962";"211";"69";"10"
"1427397602.16639";"около 8 сотен";"36";"чистое зло!";"962";"170";"69";"13"
"1427398801.46346";"около 9 сотен";"36";"чистое зло!";"962";"40";"70";"17"
"1427400001.77865";"около тысячи";"36";"чистое зло!";"962";"80";"70";"21"
"1427401202.0727";"около тысячи";"36";"чистое зло!";"962";"28";"70";"24"
"1427402401.37098";"около тысячи";"36";"чистое зло!";"962";"26";"70";"24"
"1427403601.68834";"около тысячи";"36";"чистое зло!";"962";"240";"70";"24"
"1427404801.99857";"около тысячи";"36";"чистое зло!";"962";"175";"70";"24"
"1427406001.29395";"около тысячи";"36";"чистое зло!";"962";"166";"70";"24"
"1427407201.60679";"около тысячи";"36";"чистое зло!";"962";"90";"71";"28"
"1427408401.94193";"около тысячи";"36";"чистое зло!";"962";"68";"71";"35"
"1427409601.23974";"около тысячи";"36";"чистое зло!";"962";"4";"71";"37"
"1427410801.52451";"около тысячи";"36";"чистое зло!";"962";"111";"71";"37"
"1427412001.82978";"около тысячи";"36";"чистое зло!";"962";"240";"71";"37"
"1427413202.11679";"около тысячи";"36";"чистое зло!";"962";"170";"71";"39"
"1427414401.42314";"около 18 сотен";"36";"чистое зло!";"962";"70";"71";"44"
"1427415601.716";"около 18 сотен";"36";"чистое зло!";"962";"29";"72";"50"
"1427416803.01776";"около 2 тысяч";"36";"чистое зло!";"962";"38";"72";"57"
"1427418001.32551";"около 2 тысяч";"36";"чистое зло!";"962";"33";"72";"61"
"1427419201.62232";"около 2 тысяч";"36";"чистое зло!";"962";"19";"72";"63"
"1427420401.9059";"около 2 тысяч";"36";"чистое зло!";"962";"240";"72";"63"
"1427421601.21491";"около 3 тысяч";"36";"чистое зло!";"962";"240";"72";"63"
"1427422801.50602";"около тысячи";"36";"чистое зло!";"962";"162";"72";"65"
"1427424001.81653";"около тысячи";"36";"чистое зло!";"962";"67";"72";"69"
"1427425202.10858";"около тысячи";"36";"чистое зло!";"962";"103";"72";"72"
"1427426401.4326";"около 15 сотен";"36";"чистое зло!";"962";"56";"73";"74"
"1427427601.83683";"около 17 сотен";"36";"чистое зло!";"962";"32";"73";"77"
"1427428802.19826";"около 17 сотен";"36";"чистое зло!";"962";"68";"73";"82"
"1427430001.50878";"около 19 сотен";"36";"чистое зло!";"962";"18";"73";"83"
"1427431201.82695";"около 19 сотен";"36";"чистое зло!";"962";"88";"73";"83"
"1427432402.28535";"около 2 тысяч";"36";"чистое зло!";"962";"240";"73";"83"
"1427434801.98084";"около 4 сотен";"36";"чистое зло!";"963";"194";"73";"85"
"1427436001.477";"около 4 сотен";"36";"чистое зло!";"963";"112";"73";"90"
"1427437201.54441";"около 6 сотен";"36";"чистое зло!";"963";"25";"73";"94"
"1427438401.83954";"около 7 сотен";"36";"чистое зло!";"963";"20";"73";"98"
"1427439602.44588";"около 6 сотен";"36";"чистое зло!";"963";"21";"75";"100"
"1427440802.04004";"около 2 тысяч";"36";"чистое зло!";"964";"223";"75";"100"
"1427442001.34735";"около 2 тысяч";"36";"чистое зло!";"964";"165";"75";"0"
"1427443201.78851";"около 2 тысяч";"36";"чистое зло!";"964";"80";"75";"5"
"1427444401.86747";"около 2 тысяч";"36";"чистое зло!";"964";"101";"75";"10"
"1427445602.18442";"около 3 тысяч";"36";"чистое зло!";"964";"78";"75";"13"
"1427446801.65726";"около 3 тысяч";"36";"чистое зло!";"964";"41";"76";"15"
"1427448002.15161";"около 3 тысяч";"36";"чистое зло";"964";"80";"76";"20"
"1427449201.48032";"около 3 тысяч";"36";"чистое зло";"964";"26";"76";"23"
"1427450401.96965";"около 3 тысяч";"36";"чистое зло";"964";"23";"76";"27"
"1427451601.83693";"около 6 тысяч";"36";"чистое зло";"964";"219";"76";"27"
"1427452802.16628";"около 9 сотен";"36";"чистое зло";"966";"215";"76";"27"
"1427454001.66361";"около 4 сотен";"36";"чистое зло";"966";"215";"76";"27"
"1427455201.62477";"около 4 сотен";"36";"чистое зло";"966";"154";"77";"29"
"1427456401.92487";"около 5 сотен";"36";"чистое зло";"966";"71";"77";"44"
"1427457601.40479";"около 5 сотен";"36";"чистое зло";"966";"117";"77";"44"
"1427458801.40549";"около 5 сотен";"36";"чистое зло";"966";"240";"77";"44"
"1427460001.70536";"около 4 сотен";"36";"чистое зло";"966";"228";"77";"52"
"1427461202.31977";"около 5 сотен";"36";"чистое зло";"966";"176";"77";"58"
"1427462401.41752";"около 6 сотен";"36";"чистое зло";"966";"64";"78";"76"
"1427463601.74181";"около тысячи";"36";"чистое зло";"966";"109";"78";"78"
"1427464802.24908";"около тысячи";"36";"чистое зло";"966";"26";"78";"81"
"1427466001.31952";"около тысячи";"36";"чистое зло";"966";"51";"78";"81"
"1427467201.62073";"ни одного";"36";"чистое зло";"966";"0";"78";"83"
"1427468402.05911";"около 2 сотен";"36";"чистое зло";"966";"141";"79";"85"
"1427469601.99881";"около 3 сотен";"36";"чистое зло";"967";"67";"79";"100"
"1427470801.29417";"около 3 сотен";"36";"чистое зло";"967";"60";"79";"100"
"1427472001.85358";"около 2 сотен";"36";"чистое зло";"967";"237";"79";"0"
"1427473201.53284";"около 4 сотен";"36";"чистое зло";"967";"178";"79";"4"
"1427474401.83778";"около 4 сотен";"36";"чистое зло";"967";"20";"80";"7"
"1427475602.35184";"около 4 сотен";"36";"чистое зло";"967";"167";"80";"8"
"1427476801.67623";"около 16 сотен";"36";"чистое зло";"967";"240";"80";"8"
"1427478001.96755";"около 9 сотен";"36";"чистое зло";"967";"222";"80";"8"
"1427479204.0756";"около тысячи";"36";"чистое зло";"967";"111";"80";"14"
